Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Byford","Abernethy Rd & Soldiers Rd, Byford","Little chance to turn/cross traffic",6,"Intersection right near the railway crossing and busy shopping centres and a high school with school children trying to cross. Inadequate markings, very poor quality road and bad intersection that requires better markings, lighting and traffic calming.",116.0072350502,-32.2217554725
"Casuarina (WA)","Thomas Rd, Anketell","Speed limit too high",1,"Very dangerous road for everyone. Crashes every week",115.8841001987,-32.2228582601
"Oakford","King Rd & Thomas Rd, Oakford","Speed limit too high",3,"",115.9037554264,-32.2183562611
"Byford","589-589 South Western Hwy, Byford","Poor or no road lighting",1,"There is a VERY busy one way each way stretch of South West Highway that is pitch dark at night as it has absolutely NO lighting at all, the speed limit is 90km/h, however rarely get to do this as there is so much traffic or slow cars doing 60km/hr. It is double lines due to hills so no overtaking yet I see some people try and it is dangerous! Plus there is often cyclists so it is dangerous to give them the 1metre law. This stretch desperately needs double lanes and street lighting asap.",116.014122963,-32.1999011818
"Oakford","Thomas Rd, Oakford","Speed limit too high",1,"Trucks travelling at very high speed. Multiple fatalities in this area",115.9119737148,-32.2144894469
"Bayswater (WA)","Newton St, Bayswater","Area requires lights/roundabout",1,"This is 1 of only 2 roads in and out of a growing area. Turning right on Guildford road is a real problem. Traffic from the West comes hooning around the corner, and traffic from the east is heavy. I�۪ve seen many vehicles get stuck in the middle of the road, unable to turn right. Only a matter of time before someone gets side swiped at this intersection.",115.923448205,-31.9230725503
"Byford","Tourmaline Blvd, Byford","Vegetation/objects block visibility",1,"this intersection is very dangerous and on numerous occasions I've had near misses.  The vegetation is obstructing the view for vehicles  turning right from Turquiose  Road onto Tourmaline.  In both directions the visibility is poor and obstructed by trees.  Its not until you pull out that you have a clear view of any on coming traffic.   Unfortunately, this is located very close to another hotspot, a fatality waiting to happen - the Abernethy, Kardan and Tourmaline intersection.  ",115.9782028198,-32.2201466493
"Eaton (WA)","Eaton Dr & Glenhuon Blvd, Eaton","Other",5,"Shire has put in a slip road from Eaton drive into Glenhoun Blvd however now making it a blind spot for incoming traffic if you turning out of Glenhoun . As it�۪s a double lane on Eaton drive you can not see the other lane traffic as blocked by cars turning into Glenhoun Blvd . It either needs a roundabout or something else.",115.7216978073,-33.3144631004
"Baskerville","1 & Haddrill Rd, Baskerville","Area requires lights/roundabout",1,"Very busy stretch of Gt Norther Hwy, vehicles run gaps in the traffic to turn across the traffic barely missing on coming traffic, sometimes vehicles pull into the middle of the hwy to wait for a gap where there is no dedicated area for this.",116.0217189789,-31.7973851059
"Maylands (WA)","2-2 Darby St, Maylands","Tight curves or blind crests",1,"",115.9031760693,-31.9278053729
"Madeley","Hartman Dr & Russell Rd, Darch","Area requires lights/roundabout",2,"Constant traffic in both directions along Hartman Drive, making it high risk to turn right (from Russell Rd) with no median island strip and/or roundabout. ",115.835570991,-31.8083017257
"Success","14 & Beeliar Dr, Jandakot","Other",8,"I understand this may be more of a behavioural issue but multiple times a day, this intersection is severly blocked by vehicles who've stopped in the middle of the intersection trying to get through the lights. I believe a red light camera would deter people from doing this which in turn would free up the surrounding roads (especially the one going into Gateways Shopping Centre).",115.85407018660003,-32.12862383340002
"South Lake","14, South Lake","Distraction issues",0,"Whenever Caltex service station has ""cheap"" fuel, cars line up out of the driveway which in turn blocks North Lake road and in some instances the intersection. This also happens on the Berrigan Dr driveway.",115.8371400833,-32.1155348246
"Lesmurdie","Pomeroy Rd & Welshpool Rd E, Carmel","Poor or confusing signage",0,"Several accidents where traffic travelling south on Pomeroy Rd don't realise they are coming apon a main road, needs to be converted to a T juction.  My mum was T boned by someone who didn't even see it was a cross road and was nearly killed in 2016.",116.05377674100001,-32.015353884400014
"South Lake","Berrigan Dr & South Lake Dr, South Lake","Area requires lights/roundabout",1,"",115.8387815952,-32.1118090433
"Pickering Brook","20-20 Merrivale Rd, Pickering Brook","Tight curves or blind crests",0,"Increased traffic due to new tourist operations along the road.  Not enough parking provided by some establishments so patrons are parking along the non existent verge, the road has blind corners and no verge or turning opportunities, with the increasing business along the road attracting many large coaches, buses & cars it needs to be widened and verges kept clean & clear.  Children ride their bikes and walk to school along this road.",116.1337709427,-32.0385302234
"Carmel","581-581 Canning Rd, Carmel","Poor or no provision for cyclists",0,"Cyclist riding on the same roads as large trucks is incredibly dangerous on such a narrow road with nowhere for cyclists or oncoming traffic to get off.",116.0768222809,-32.0265607585
"Boyanup","8-26 South Western Hwy, Boyanup","Speed limit too high",0,"Sth West Highway  - Boyanup between Turner Street and Trigwell street is not designed to  keep up  with traffic of 720 vehicles per Hrs and rapidly increasing . There is no provision for pedestrian crossing and adequate parking .  This section of the Highway needs to be redesigned so that traffic  has to slow  down to 40 kph  and can proceed  safely through the town .",115.7279205322,-33.4844847594
"Stoneville","Cameron Rd & Stoneville Rd, Gidgegannup","Tight curves or blind crests",2,"",116.1660191417,-31.8384348375
"Claremont (WA)","Alfred Rd, Claremont","Poor or no road lighting",0,"At night or in the rain it is extremely hazardous from West Coast Highway to Brockway as there is very little street lighting, the road is narrow, and bends around. ",115.7946363019,-31.9691556938
"Boyanup","1 & Bridge St, Boyanup","Confusing layout",1,"Intersection of Bridge Street and Sth West Highway - Boyanup needs to be redesigned . Acknowledging the high cost of a new roundabout  , in this particular case there is scope for a re design which would incorporate slip lanes towards Bunbury and Donnybrook . I believe  availability of land for that purpose is not an issue . ",115.7277059555,-33.4827040438
"Maida Vale","Midland Rd, Maida Vale","Poor road markings or no edge-lines",0,"No shoulders 80km speed zone. Trucks and rat run to Helena Valley as there is no connection from Roe Highway to Helena Valley Road ",116.0242187976,-31.9339477394
"Byford","Abernethy Rd & George St, Byford","Poor road surface quality",2,"This area has so many pot holes and uneven parts that my husband cannot drive over it without hitting some sort of pot hole. Every time we cross that area it cause me great back pain. We cannot avoid using this area as it is in the central part of Byford leading to shops.",116.00807458160003,-32.221689667900016
"Mount Lawley","Central Ave & Clifton Cres, Inglewood","Unsafe or poor pedestrian crossing",4,"This intersection hits peak risk during the mornings and afternoons, when drivers are commuting to work and pedestrians are trying to cross the intersection to travel to school. There is an attendant who tries to aid pedestrians but the site if difficult to cross for all. It is a frequent occurrence for both other cars and pedestrians or cyclists to be hit.",115.8788725734,-31.9222780314
"Kelmscott","Railway Ave, Kelmscott","Other",0,"The railway crossing at Railway Ave in Kelmscott that crosses over onto Streich ave it can very congested at times it isn�۪t much signage either which doesn�۪t help",116.0104590654,-32.1330348744
